Outlet_Size,Outlet_Location_Type,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Type,Item_Outlet_Sales
Medium,Tier 3,Regular,0.03810738,Snack Foods,86.3856,OUT018,Supermarket Type2,615.1992
Medium,Tier 3,Regular,0.099535996,Snack Foods,52.2666,OUT018,Supermarket Type2,615.1992
Small,Tier 2,Regular,0.0471117,Frozen Foods,52.0666,OUT035,Supermarket Type1,615.1992
Medium,Tier 3,Regular,0.026409147,Fruits and Vegetables,102.1332,OUT018,Supermarket Type2,615.1992
High,Tier 3,Low Fat,0.13030659,Baking Goods,75.7328,OUT013,Supermarket Type1,617.8624
Medium,Tier 3,Low Fat,0.0489808,Breads,61.9194,OUT018,Supermarket Type2,619.194
Medium,Tier 3,Regular,0.068403271,Canned,101.999,OUT018,Supermarket Type2,619.194
Medium,Tier 3,Regular,0.020961192,Snack Foods,62.0194,OUT018,Supermarket Type2,619.194
Small,Tier 2,Low Fat,0.053212652,Fruits and Vegetables,57.893,OUT035,Supermarket Type1,622.523
Medium,Tier 1,Low Fat,0.072952298,Canned,76.0986,OUT049,Supermarket Type1,623.1888
High,Tier 3,Low Fat,0.029619203,Household,43.6086,OUT013,Supermarket Type1,624.5204
Small,Tier 2,Regular,0.151925271,Soft Drinks,46.6086,OUT035,Supermarket Type1,624.5204
Medium,Tier 1,Regular,0.0,Frozen Foods,155.263,OUT049,Supermarket Type1,625.852
Medium,Tier 3,Low Fat,0.0,Frozen Foods,40.8822,OUT018,Supermarket Type2,628.5152
Small,Tier 1,Low Fat,0.012717946,Meat,40.2822,OUT046,Supermarket Type1,628.5152
Medium,Tier 1,Low Fat,0.029785889,Snack Foods,38.9822,OUT049,Supermarket Type1,628.5152
Medium,Tier 1,Low Fat,0.015484763,Frozen Foods,211.9928,OUT049,Supermarket Type1,631.1784
High,Tier 3,Low Fat,0.058346234,Snack Foods,44.0744,OUT013,Supermarket Type1,633.8416
Medium,Tier 1,Regular,0.04605781,Dairy,43.8744,OUT049,Supermarket Type1,633.8416
Medium,Tier 1,Regular,0.045763062,Snack Foods,38.4848,OUT049,Supermarket Type1,633.8416
High,Tier 3,Low Fat,0.099053537,Household,212.6902,OUT013,Supermarket Type1,637.1706
Small,Tier 2,Regular,0.031261583,Canned,52.564,OUT035,Supermarket Type1,639.168
Small,Tier 1,Low Fat,0.031338558,Others,41.048,OUT046,Supermarket Type1,639.168
High,Tier 3,Low Fat,0.006759519,Household,42.8112,OUT013,Supermarket Type1,639.168
Medium,Tier 1,Low Fat,0.046556408,Fruits and Vegetables,47.7692,OUT049,Supermarket Type1,640.4996
Small,Tier 1,Regular,0.037764307,Snack Foods,127.2994,OUT046,Supermarket Type1,642.497
High,Tier 3,Low Fat,0.065576228,Frozen Foods,47.7402,OUT013,Supermarket Type1,643.1628
Medium,Tier 3,Regular,0.054599767,Canned,59.4904,OUT018,Supermarket Type2,644.4944
Medium,Tier 3,Regular,0.012254429,Fruits and Vegetables,59.9904,OUT018,Supermarket Type2,644.4944
High,Tier 3,Low Fat,0.078489577,Canned,39.9506,OUT013,Supermarket Type1,645.1602
Small,Tier 2,Regular,0.082915017,Frozen Foods,34.9558,OUT035,Supermarket Type1,645.1602
Medium,Tier 3,Low Fat,0.012325122,Fruits and Vegetables,162.8894,OUT018,Supermarket Type2,647.1576
High,Tier 3,Regular,0.133382115,Baking Goods,55.0298,OUT013,Supermarket Type1,647.1576
Medium,Tier 3,Low Fat,0.0,Baking Goods,93.1462,OUT018,Supermarket Type2,647.8234
Medium,Tier 3,Low Fat,0.026192765,Snack Foods,215.685,OUT018,Supermarket Type2,649.155
Medium,Tier 1,Low Fat,0.0,Health and Hygiene,42.877,OUT049,Supermarket Type1,649.155
Medium,Tier 3,Regular,0.079251097,Frozen Foods,79.2276,OUT018,Supermarket Type2,649.8208
Medium,Tier 3,Low Fat,0.044991294,Household,59.2562,OUT018,Supermarket Type2,651.8182
Small,Tier 1,Regular,0.058116758,Snack Foods,57.5562,OUT046,Supermarket Type1,651.8182
Medium,Tier 1,Low Fat,0.099479703,Household,44.906,OUT049,Supermarket Type1,652.484
High,Tier 3,Regular,0.0,Baking Goods,49.2008,OUT013,Supermarket Type1,657.8104
Medium,Tier 1,Low Fat,0.112271498,Snack Foods,58.222,OUT049,Supermarket Type1,659.142
Small,Tier 2,Low Fat,0.11207602,Snack Foods,58.022,OUT035,Supermarket Type1,659.142
Small,Tier 1,Regular,0.041381156,Snack Foods,35.019,OUT046,Supermarket Type1,659.142
High,Tier 3,Low Fat,0.067239404,Household,39.6796,OUT013,Supermarket Type1,660.4736
Medium,Tier 3,Low Fat,0.0,Snack Foods,220.4798,OUT018,Supermarket Type2,661.1394
Small,Tier 1,Regular,0.123115764,Snack Foods,95.6436,OUT046,Supermarket Type1,661.8052
Medium,Tier 1,Low Fat,0.031331581,Fruits and Vegetables,111.1228,OUT049,Supermarket Type1,663.1368
Medium,Tier 3,Regular,0.14057889,Canned,112.1228,OUT018,Supermarket Type2,663.1368
Small,Tier 1,Regular,0.087406863,Fruits and Vegetables,221.8456,OUT046,Supermarket Type1,663.1368
High,Tier 3,Low Fat,0.074565098,Dairy,111.3228,OUT013,Supermarket Type1,663.1368
High,Tier 3,Regular,0.054507422,Meat,96.3094,OUT013,Supermarket Type1,666.4658
Small,Tier 1,Low Fat,0.027047774,Others,50.6666,OUT046,Supermarket Type1,666.4658
Small,Tier 1,Low Fat,0.126383094,Canned,112.1886,OUT046,Supermarket Type1,667.1316
High,Tier 3,Regular,0.024832806,Soft Drinks,38.7822,OUT013,Supermarket Type1,667.7974
Small,Tier 1,Regular,0.09646733,Dairy,42.8086,OUT046,Supermarket Type1,669.129
High,Tier 3,Regular,0.0481669,Dairy,48.8376,OUT013,Supermarket Type1,671.1264
Medium,Tier 1,Low Fat,0.038578846,Dairy,56.1272,OUT049,Supermarket Type1,671.1264
High,Tier 3,Regular,0.058226609,Frozen Foods,85.2908,OUT013,Supermarket Type1,671.1264
Small,Tier 1,Low Fat,0.103813029,Snack Foods,113.7544,OUT046,Supermarket Type1,671.1264
Medium,Tier 3,Low Fat,0.098803088,Fruits and Vegetables,169.7474,OUT018,Supermarket Type2,673.7896
High,Tier 3,Regular,0.082861686,Frozen Foods,32.6558,OUT013,Supermarket Type1,679.116
Small,Tier 2,Low Fat,0.0,Snack Foods,47.2744,OUT035,Supermarket Type1,679.116
High,Tier 3,Regular,0.007140468,Snack Foods,40.848,OUT013,Supermarket Type1,679.116
High,Tier 3,Low Fat,0.172453254,Fruits and Vegetables,115.1518,OUT013,Supermarket Type1,683.1108
High,Tier 3,Regular,0.026579951,Meat,34.7532,OUT013,Supermarket Type1,683.1108
High,Tier 3,Low Fat,0.055382616,Household,115.0518,OUT013,Supermarket Type1,683.1108
Medium,Tier 3,Low Fat,0.096806008,Household,56.2588,OUT018,Supermarket Type2,687.1056
Small,Tier 1,Regular,0.048143292,Baking Goods,40.2138,OUT046,Supermarket Type1,690.4346
Medium,Tier 1,Regular,0.048218142,Baking Goods,42.2138,OUT049,Supermarket Type1,690.4346
Medium,Tier 1,Low Fat,0.105274111,Dairy,39.9138,OUT049,Supermarket Type1,690.4346
Small,Tier 1,Regular,0.031267496,Canned,51.464,OUT046,Supermarket Type1,692.432
High,Tier 3,Low Fat,0.031918284,Canned,117.7492,OUT013,Supermarket Type1,695.0952
Small,Tier 1,Low Fat,0.079806266,Dairy,232.53,OUT046,Supermarket Type1,699.09
Medium,Tier 1,Regular,0.081794766,Breads,173.6054,OUT049,Supermarket Type1,700.4216
Medium,Tier 3,Low Fat,0.108036187,Soft Drinks,57.3904,OUT018,Supermarket Type2,703.0848
Medium,Tier 1,Low Fat,0.038789271,Fruits and Vegetables,115.6808,OUT049,Supermarket Type1,703.0848
Medium,Tier 1,Low Fat,0.107765165,Soft Drinks,59.5904,OUT049,Supermarket Type1,703.0848
Small,Tier 1,Regular,0.045266806,Baking Goods,36.9874,OUT046,Supermarket Type1,705.748
Medium,Tier 3,Regular,0.068148886,Dairy,58.6562,OUT018,Supermarket Type2,711.0744
Small,Tier 1,Low Fat,0.036037952,Meat,58.4562,OUT046,Supermarket Type1,711.0744
Small,Tier 2,Low Fat,0.108010006,Household,33.3558,OUT035,Supermarket Type1,713.0718
Small,Tier 1,Low Fat,0.167831064,Soft Drinks,237.4564,OUT046,Supermarket Type1,715.0692
Small,Tier 1,Low Fat,0.082552214,Canned,179.8002,OUT046,Supermarket Type1,716.4008
High,Tier 3,Low Fat,0.170176516,Hard Drinks,55.2614,OUT013,Supermarket Type1,718.3982
Medium,Tier 1,Regular,0.069196376,Breakfast,54.3614,OUT049,Supermarket Type1,718.3982
Small,Tier 1,Low Fat,0.014274292,Household,55.6614,OUT046,Supermarket Type1,718.3982
High,Tier 3,Low Fat,0.080527065,Baking Goods,79.296,OUT013,Supermarket Type1,719.064
High,Tier 3,Regular,0.040325274,Snack Foods,180.466,OUT013,Supermarket Type1,719.064
Small,Tier 2,Low Fat,0.071832909,Hard Drinks,36.1506,OUT035,Supermarket Type1,721.0614
High,Tier 3,Low Fat,0.03532494,Fruits and Vegetables,38.9506,OUT013,Supermarket Type1,721.0614
High,Tier 3,Low Fat,0.058083831,Health and Hygiene,103.199,OUT013,Supermarket Type1,722.393
Medium,Tier 3,Low Fat,0.031176157,Fruits and Vegetables,103.099,OUT018,Supermarket Type2,722.393
Small,Tier 2,Regular,0.119439636,Fruits and Vegetables,182.1976,OUT035,Supermarket Type1,724.3904
Medium,Tier 3,Low Fat,0.069707771,Meat,51.0324,OUT018,Supermarket Type2,727.0536
Small,Tier 1,Low Fat,0.184843579,Household,33.1216,OUT046,Supermarket Type1,727.0536
Medium,Tier 3,Regular,0.016664252,Fruits and Vegetables,47.9034,OUT018,Supermarket Type2,729.051
High,Tier 3,Regular,0.159587755,Fruits and Vegetables,145.3102,OUT013,Supermarket Type1,729.051
High,Tier 3,Regular,0.082197959,Baking Goods,49.2034,OUT013,Supermarket Type1,729.051
Small,Tier 1,Low Fat,0.046375227,Breads,122.8414,OUT046,Supermarket Type1,731.0484
High,Tier 3,Regular,0.040897932,Fruits and Vegetables,82.6276,OUT013,Supermarket Type1,731.0484
Small,Tier 2,Regular,0.041373331,Snack Foods,38.119,OUT035,Supermarket Type1,732.38
Small,Tier 1,Low Fat,0.077454252,Health and Hygiene,59.2536,OUT046,Supermarket Type1,735.0432
Small,Tier 2,Low Fat,0.053362086,Soft Drinks,41.577,OUT035,Supermarket Type1,735.709
Small,Tier 2,Low Fat,0.054630544,Health and Hygiene,57.393,OUT035,Supermarket Type1,735.709
Medium,Tier 3,Regular,0.038288087,Fruits and Vegetables,103.1964,OUT018,Supermarket Type2,736.3748
High,Tier 3,Low Fat,0.023931217,Household,103.1964,OUT013,Supermarket Type1,736.3748
Small,Tier 2,Low Fat,0.014689006,Frozen Foods,74.5038,OUT035,Supermarket Type1,739.038
High,Tier 3,Low Fat,0.014679558,Frozen Foods,73.6038,OUT013,Supermarket Type1,739.038
Small,Tier 1,Low Fat,0.054990009,Health and Hygiene,35.2874,OUT046,Supermarket Type1,741.0354
Medium,Tier 1,Low Fat,0.032230526,Meat,61.4194,OUT049,Supermarket Type1,743.0328
Small,Tier 1,Low Fat,0.024655594,Soft Drinks,84.3592,OUT046,Supermarket Type1,743.0328
Medium,Tier 1,Regular,0.082529704,Frozen Foods,56.9588,OUT049,Supermarket Type1,744.3644
Small,Tier 2,Regular,0.024848788,Soft Drinks,39.9822,OUT035,Supermarket Type1,746.3618
Small,Tier 1,Low Fat,0.057396092,Fruits and Vegetables,125.8046,OUT046,Supermarket Type1,747.0276
Medium,Tier 1,Low Fat,0.014653896,Baking Goods,82.425,OUT049,Supermarket Type1,749.025
Small,Tier 2,Low Fat,0.010639596,Canned,84.1908,OUT035,Supermarket Type1,755.0172
Small,Tier 2,Low Fat,0.038729457,Hard Drinks,127.3362,OUT035,Supermarket Type1,755.0172
Medium,Tier 1,Low Fat,0.070356805,Hard Drinks,36.8532,OUT049,Supermarket Type1,755.0172
Small,Tier 2,Low Fat,0.113497001,Household,253.4724,OUT035,Supermarket Type1,755.0172
Medium,Tier 1,Regular,0.054540159,Frozen Foods,152.1366,OUT049,Supermarket Type1,755.683
Small,Tier 1,Low Fat,0.163096139,Health and Hygiene,43.0086,OUT046,Supermarket Type1,758.3462
Medium,Tier 1,Low Fat,0.088846306,Fruits and Vegetables,61.451,OUT049,Supermarket Type1,759.012
High,Tier 3,Low Fat,0.012627329,Health and Hygiene,38.7506,OUT013,Supermarket Type1,759.012
High,Tier 3,Low Fat,0.086708987,Hard Drinks,151.7682,OUT013,Supermarket Type1,762.341
High,Tier 3,Low Fat,0.092937216,Household,54.6956,OUT013,Supermarket Type1,764.3384
Medium,Tier 1,Low Fat,0.0814536,Others,36.819,OUT049,Supermarket Type1,768.999
Medium,Tier 3,Low Fat,0.036184755,Meat,58.5562,OUT018,Supermarket Type2,770.3306
High,Tier 3,Low Fat,0.016979063,Household,97.441,OUT013,Supermarket Type1,772.328
Small,Tier 1,Low Fat,0.033901442,Soft Drinks,56.2614,OUT046,Supermarket Type1,773.6596
Medium,Tier 1,Low Fat,0.03395415,Soft Drinks,56.4614,OUT049,Supermarket Type1,773.6596
Small,Tier 2,Low Fat,0.090448534,Others,194.5478,OUT035,Supermarket Type1,774.9912
Medium,Tier 3,Low Fat,0.010674255,Meat,63.4826,OUT018,Supermarket Type2,774.9912
Medium,Tier 3,Low Fat,0.073490977,Canned,157.3972,OUT018,Supermarket Type2,778.986
Medium,Tier 3,Low Fat,0.0,Baking Goods,84.554,OUT018,Supermarket Type2,778.986
Medium,Tier 1,Low Fat,0.153857402,Canned,76.3986,OUT049,Supermarket Type1,778.986
Medium,Tier 1,Low Fat,0.028907832,Health and Hygiene,130.431,OUT049,Supermarket Type1,778.986
High,Tier 3,Regular,0.071786706,Dairy,193.3794,OUT013,Supermarket Type1,780.3176
Medium,Tier 1,Low Fat,0.065732883,Frozen Foods,45.7402,OUT049,Supermarket Type1,780.9834
Medium,Tier 1,Regular,0.134919202,Snack Foods,46.9402,OUT049,Supermarket Type1,780.9834
Small,Tier 2,Regular,0.076705948,Snack Foods,34.7558,OUT035,Supermarket Type1,780.9834
Small,Tier 1,Regular,0.082930699,Frozen Foods,35.2558,OUT046,Supermarket Type1,780.9834
Small,Tier 1,Regular,0.034411238,Baking Goods,98.6726,OUT046,Supermarket Type1,782.9808
Small,Tier 2,Low Fat,0.012146608,Fruits and Vegetables,37.9848,OUT035,Supermarket Type1,782.9808
High,Tier 3,Low Fat,0.132560174,Dairy,97.2726,OUT013,Supermarket Type1,782.9808
Small,Tier 2,Low Fat,0.06375108,Household,36.7848,OUT035,Supermarket Type1,782.9808
Medium,Tier 1,Low Fat,0.067400032,Household,41.9796,OUT049,Supermarket Type1,784.3124
Medium,Tier 1,Regular,0.012477512,Meat,197.111,OUT049,Supermarket Type1,785.644
Small,Tier 2,Low Fat,0.107021498,Frozen Foods,40.5822,OUT035,Supermarket Type1,785.644
High,Tier 3,Low Fat,0.0,Dairy,45.9428,OUT013,Supermarket Type1,790.9704
Medium,Tier 3,Low Fat,0.110359004,Dairy,42.7428,OUT018,Supermarket Type2,790.9704
Medium,Tier 1,Low Fat,0.064241345,Hard Drinks,45.206,OUT049,Supermarket Type1,792.302
Small,Tier 2,Low Fat,0.070767174,Soft Drinks,111.986,OUT035,Supermarket Type1,792.302
High,Tier 3,Regular,0.025899245,Snack Foods,81.1302,OUT013,Supermarket Type1,792.302
Medium,Tier 1,Low Fat,0.015302653,Snack Foods,198.0084,OUT049,Supermarket Type1,793.6336
Small,Tier 1,Low Fat,0.007348286,Frozen Foods,62.8536,OUT046,Supermarket Type1,796.2968
Small,Tier 2,Regular,0.053611144,Canned,197.7742,OUT035,Supermarket Type1,796.2968
Medium,Tier 1,Low Fat,0.071958197,Hard Drinks,38.0506,OUT049,Supermarket Type1,796.9626
Small,Tier 1,Low Fat,0.079431643,Health and Hygiene,38.6506,OUT046,Supermarket Type1,796.9626
Small,Tier 2,Low Fat,0.056281276,Frozen Foods,40.3454,OUT035,Supermarket Type1,796.9626
Small,Tier 1,Regular,0.142688846,Fruits and Vegetables,88.5514,OUT046,Supermarket Type1,796.9626
Small,Tier 2,Low Fat,0.059341019,Snack Foods,99.77,OUT035,Supermarket Type1,798.96
Small,Tier 2,Regular,0.010937229,Snack Foods,55.8588,OUT035,Supermarket Type1,801.6232
Small,Tier 1,Low Fat,0.052312034,Frozen Foods,58.5588,OUT046,Supermarket Type1,801.6232
High,Tier 3,Regular,0.052368061,Frozen Foods,112.7176,OUT013,Supermarket Type1,801.6232
Small,Tier 2,Regular,0.061163967,Breakfast,59.2588,OUT035,Supermarket Type1,801.6232
Small,Tier 2,Low Fat,0.025756826,Meat,87.2172,OUT035,Supermarket Type1,802.9548
Medium,Tier 3,Regular,0.0,Dairy,62.4194,OUT018,Supermarket Type2,804.9522
Medium,Tier 1,Low Fat,0.0,Hard Drinks,72.338,OUT049,Supermarket Type1,805.618
Medium,Tier 1,Low Fat,0.161740582,Fruits and Vegetables,38.419,OUT049,Supermarket Type1,805.618
Medium,Tier 1,Low Fat,0.008554102,Baking Goods,79.3618,OUT049,Supermarket Type1,805.618
Medium,Tier 3,Low Fat,0.102607233,Fruits and Vegetables,54.0298,OUT018,Supermarket Type2,808.947
Small,Tier 2,Regular,0.0,Baking Goods,53.1298,OUT035,Supermarket Type1,808.947
Medium,Tier 1,Low Fat,0.052637056,Frozen Foods,88.583,OUT049,Supermarket Type1,808.947
High,Tier 3,Regular,0.041947547,Meat,41.2112,OUT013,Supermarket Type1,809.6128
Small,Tier 1,Regular,0.14061104,Baking Goods,49.8008,OUT046,Supermarket Type1,809.6128
Small,Tier 1,Low Fat,0.026681262,Canned,56.4246,OUT046,Supermarket Type1,810.9444
High,Tier 3,Regular,0.028696932,Canned,117.0492,OUT013,Supermarket Type1,810.9444
High,Tier 3,Low Fat,0.035913805,Soft Drinks,41.4138,OUT013,Supermarket Type1,812.276
Medium,Tier 3,Regular,0.020865797,Canned,90.2488,OUT018,Supermarket Type2,814.9392
Small,Tier 2,Low Fat,0.024159767,Canned,114.715,OUT035,Supermarket Type1,815.605
Small,Tier 2,Low Fat,0.041098016,Canned,81.6934,OUT035,Supermarket Type1,818.934
Medium,Tier 1,Regular,0.041346469,Snack Foods,103.1332,OUT049,Supermarket Type1,820.2656
Medium,Tier 1,Low Fat,0.038014104,Frozen Foods,62.351,OUT049,Supermarket Type1,822.263
Medium,Tier 1,Regular,0.062797771,Frozen Foods,103.999,OUT049,Supermarket Type1,825.592
Small,Tier 2,Regular,0.061163967,Soft Drinks,56.5614,OUT035,Supermarket Type1,828.921
High,Tier 3,Low Fat,0.03387323,Soft Drinks,56.1614,OUT013,Supermarket Type1,828.921
Medium,Tier 3,Low Fat,0.161317495,Household,57.5562,OUT018,Supermarket Type2,829.5868
Medium,Tier 3,Low Fat,0.0,Snack Foods,119.5124,OUT018,Supermarket Type2,829.5868
Small,Tier 1,Low Fat,0.160663021,Household,59.4562,OUT046,Supermarket Type1,829.5868
Medium,Tier 3,Low Fat,0.112728355,Health and Hygiene,65.8168,OUT018,Supermarket Type2,830.9184
Small,Tier 1,Regular,0.046090204,Frozen Foods,37.1506,OUT046,Supermarket Type1,834.9132
Small,Tier 1,Low Fat,0.04875891,Fruits and Vegetables,37.3506,OUT046,Supermarket Type1,834.9132
Small,Tier 2,Low Fat,0.174317307,Snack Foods,106.7964,OUT035,Supermarket Type1,841.5712
Medium,Tier 3,Low Fat,0.0,Household,37.119,OUT018,Supermarket Type2,842.237
Small,Tier 2,Regular,0.072863893,Snack Foods,118.6098,OUT035,Supermarket Type1,843.5686
Small,Tier 1,Low Fat,0.071257912,Frozen Foods,121.3098,OUT046,Supermarket Type1,843.5686
Medium,Tier 3,Low Fat,0.090043082,Canned,140.1496,OUT018,Supermarket Type2,846.8976
Small,Tier 2,Low Fat,0.041387618,Fruits and Vegetables,40.1164,OUT035,Supermarket Type1,849.5608
High,Tier 3,Low Fat,0.159803853,Frozen Foods,141.5154,OUT013,Supermarket Type1,850.8924
Medium,Tier 3,Low Fat,0.054455125,Snack Foods,142.0154,OUT018,Supermarket Type2,850.8924
High,Tier 3,Regular,0.135662712,Frozen Foods,52.064,OUT013,Supermarket Type1,852.224
Medium,Tier 1,Low Fat,0.020519478,Household,42.5112,OUT049,Supermarket Type1,852.224
High,Tier 3,Low Fat,0.127435585,Frozen Foods,86.8224,OUT013,Supermarket Type1,852.224
High,Tier 3,Low Fat,0.035163639,Health and Hygiene,84.4224,OUT013,Supermarket Type1,852.224
Small,Tier 1,Regular,0.029560451,Baking Goods,65.8142,OUT046,Supermarket Type1,856.8846
Medium,Tier 3,Regular,0.029680868,Baking Goods,65.0142,OUT018,Supermarket Type2,856.8846
Small,Tier 2,Low Fat,0.119513002,Household,93.4094,OUT035,Supermarket Type1,856.8846
Medium,Tier 1,Low Fat,0.018052019,Health and Hygiene,96.6094,OUT049,Supermarket Type1,856.8846
Medium,Tier 3,Regular,0.075035902,Breads,78.7986,OUT018,Supermarket Type2,856.8846
Medium,Tier 1,Regular,0.065165046,Dairy,79.3986,OUT049,Supermarket Type1,856.8846
Medium,Tier 3,Regular,0.03107068,Fruits and Vegetables,122.4072,OUT018,Supermarket Type2,857.5504
Small,Tier 2,Low Fat,0.069446588,Soft Drinks,106.3938,OUT035,Supermarket Type1,857.5504
Small,Tier 1,Regular,0.018930352,Fruits and Vegetables,59.4536,OUT046,Supermarket Type1,857.5504
Medium,Tier 1,Regular,0.026643448,Meat,37.9532,OUT049,Supermarket Type1,862.8768
Medium,Tier 3,Regular,0.020653603,Dairy,84.954,OUT018,Supermarket Type2,865.54
Medium,Tier 1,Low Fat,0.041951439,Soft Drinks,32.49,OUT049,Supermarket Type1,865.54
High,Tier 3,Low Fat,0.053327763,Soft Drinks,44.477,OUT013,Supermarket Type1,865.54
Medium,Tier 3,Regular,0.029843736,Dairy,143.9786,OUT018,Supermarket Type2,866.8716
Medium,Tier 3,Regular,0.04679836,Fruits and Vegetables,123.8388,OUT018,Supermarket Type2,866.8716
Small,Tier 1,Low Fat,0.076060037,Fruits and Vegetables,95.141,OUT046,Supermarket Type1,868.869
Small,Tier 2,Low Fat,0.01161096,Frozen Foods,95.041,OUT035,Supermarket Type1,868.869
Medium,Tier 1,Regular,0.035627489,Baking Goods,146.6444,OUT049,Supermarket Type1,870.8664
High,Tier 3,Low Fat,0.070133177,Fruits and Vegetables,109.8912,OUT013,Supermarket Type1,873.5296
Medium,Tier 3,Low Fat,0.072592873,Fruits and Vegetables,48.5034,OUT018,Supermarket Type2,874.8612
Small,Tier 1,Low Fat,0.07229836,Fruits and Vegetables,48.2034,OUT046,Supermarket Type1,874.8612
Medium,Tier 3,Low Fat,0.0,Frozen Foods,98.0068,OUT018,Supermarket Type2,874.8612
High,Tier 3,Low Fat,0.064367627,Health and Hygiene,126.1704,OUT013,Supermarket Type1,876.1928
Medium,Tier 1,Regular,0.134532392,Canned,39.448,OUT049,Supermarket Type1,878.856
Medium,Tier 1,Regular,0.053930934,Fruits and Vegetables,87.3856,OUT049,Supermarket Type1,878.856
Small,Tier 1,Regular,0.099271209,Frozen Foods,88.5856,OUT046,Supermarket Type1,878.856
Medium,Tier 1,Low Fat,0.098036903,Canned,51.5324,OUT049,Supermarket Type1,882.8508
Medium,Tier 1,Regular,0.0383808,Baking Goods,62.351,OUT049,Supermarket Type1,885.514
Medium,Tier 1,Low Fat,0.046342889,Baking Goods,97.3384,OUT049,Supermarket Type1,886.8456
High,Tier 3,Regular,0.072334667,Dairy,49.1692,OUT013,Supermarket Type1,886.8456
Medium,Tier 3,Low Fat,0.0,Fruits and Vegetables,148.1734,OUT018,Supermarket Type2,890.8404
Small,Tier 2,Low Fat,0.02512588,Health and Hygiene,150.4734,OUT035,Supermarket Type1,890.8404
Small,Tier 1,Low Fat,0.034369528,Baking Goods,43.7086,OUT046,Supermarket Type1,892.172
High,Tier 3,Low Fat,0.0,Snack Foods,98.7042,OUT013,Supermarket Type1,892.8378
Small,Tier 2,Low Fat,0.033373748,Soft Drinks,74.0696,OUT035,Supermarket Type1,894.8352
Small,Tier 1,Low Fat,0.097618234,Starchy Foods,223.9746,OUT046,Supermarket Type1,897.4984
Medium,Tier 3,Low Fat,0.016895293,Hard Drinks,178.566,OUT018,Supermarket Type2,898.83
Small,Tier 1,Low Fat,0.07494003,Dairy,75.0354,OUT046,Supermarket Type1,902.8248
Small,Tier 2,Regular,0.0,Frozen Foods,53.064,OUT035,Supermarket Type1,905.488
High,Tier 3,Low Fat,0.053178425,Fruits and Vegetables,55.993,OUT013,Supermarket Type1,905.488
Medium,Tier 1,Regular,0.10361083,Fruits and Vegetables,228.372,OUT049,Supermarket Type1,905.488
